Software_Version,SN,Station_ID,Fixture_ID,Carrier_SN,KB_Type,Key_Number,Key_Name,Location,ERS_Category,Key_Type,Key_Size,Dome_Size,Operator,Test_Start_Time,Test_Stop_Time,Total_Test_Time,Slope_Before_Peak_Force_gf_mm,Peak_Force_gf,Peak_Travel_mm,Return_Peak_Force_gf,Return_Peak_Travel_gf,Hysterisis_g_g,Bottom_Force_gf,Bottom_Travel_mm,Return_Bottom_Force_gf,Return_Bottom_Travel_gf,Force_Drop_gf,Click_Ratio_pct,Slope_After_Peak_Force_gf_mm,Final_Slope_gf_mm,Back_Slope_gf_mm,Make_Force_gf,Make_Point_mm,Make_Pt_pct_Travel_pct,Drop_Stroke_Relative_to_Peak_Travel_gf,Travel_80gf_mm,Travel_160gf_mm,Travel_500_gf_mm,Area_Whole_Downstroke_gf_mm,Off_Force_gf,Off_Point_mm,OnBm_Force_g,On_Resit_ohm,Off_Resist_ohm,Ext_Force_gf_OK_NG,Key_Result_OK_NG,Slope_Before_Peak_Force_gf_mm_OK_NG,Peak_Force_gf_OK_NG,Peak_Travel_mm_OK_NG,Return_Peak_Force_gf_OK_NG,Return_Peak_Travel_gf_OK_NG,Hysterisis_g_g_OK_NG,Bottom_Force_gf_OK_NG,Bottom_Travel_mm_OK_NG,Return_Bottom_Force_gf_OK_NG,Return_Bottom_Travel_gf_OK_NG,Force_Drop_gf_OK_NG,Click_Ratio_pct_OK_NG,Slope_After_Peak_Force_gf_mm_OK_NG,Final_Slope_gf_mm_OK_NG,Back_Slope_gf_mm_OK_NG,Make_Force_gf_OK_NG,Make_Point_mm_OK_NG,Make_Pt_pct_Travel_pct_OK_NG,Drop_Stroke_Relative_to_Peak_Travel_gf_OK_NG,Travel_80gf_mm_OK_NG,Travel_160gf_mm_OK_NG,Travel_500gf_mm_OK_NG,Area_Whole_Downstroke_gf_mm_OK_NG,Off_Force_gf_OK_NG,Off_Point_mm_OK_NG,OnBm_Force_g_OK_NG,On_Resit_ohm_OK_NG,Off_Resist_ohm_OK_NG,Ext_Force_gf_OK_NG_1,Probe Speed,MO,Spec,VisionFlag,MakeErrCode,PF_MF,PF_MF_OK_NG,MT_PT,MT_PT_OK_NG,MakeForce_Return,MakeTravel_Return,MakeThres,MakeInterval,Make600,Make_Code,MF_MFAverage,MF_MFAverage_OKNG,MF_MFAverage_Large,MF_MFAverage_Large_OKNG,MF_MFAverage_Small,MF_MFAverage_Small_OKNG,MF_MFAverage_1x1,MF_MFAverage_1x1_OKNG,160T_PT,160T_PT_OKNG,PF_Hysteresis,PF_Hysteresis_OKNG,BF_Hysteresis,BF_Hysteresis_OKNG
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,48,G,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,189.8335,60.7497,0.3291, , , ,26.6816,0.6019, , ,34.07,56.08,119.1765,823.5267, , , , ,0.417,0.7461,0.8673, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.2503,OK,-0.3291,OK, , ,473,472,600, ,250,OK,250,OK,250,OK,250,OK,0.5382,OK,-189.2503,OK,-223.3184,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,49,H,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,194.1295,61.836,0.3278, , , ,27.2051,0.5981, , ,34.63,56,122.3148,830.7856, , , , ,0.4136,0.7415,0.8618, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-188.164,OK,-0.3278,OK, , ,495,494,600, ,250,OK,250,OK,250,OK,250,OK,0.5339,OK,-188.164,OK,-222.7949,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,50,J,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,193.0043,60.0197,0.3202, , , ,25.4381,0.6023, , ,34.58,57.62,117.0973,845.7281, , , , ,0.4283,0.7485,0.8671, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.9803,OK,-0.3202,OK, , ,449,448,600, ,250,OK,250,OK,250,OK,250,OK,0.5469,OK,-189.9803,OK,-224.5619,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,51,K,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,188.7004,59.7418,0.3256, , , ,25.5996,0.6026, , ,34.14,57.15,117.6589,818.5605, , , , ,0.4256,0.7512,0.8729, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.2582,OK,-0.3256,OK, , ,469,468,600, ,250,OK,250,OK,250,OK,250,OK,0.5473,OK,-190.2582,OK,-224.4004,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,52,L,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,185.1046,56.9413,0.3165, , , ,24.7943,0.6005, , ,32.15,56.46,107.8716,828.0465, , , , ,0.4323,0.7488,0.8694, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-193.0587,OK,-0.3165,OK, , ,465,464,600, ,250,OK,250,OK,250,OK,250,OK,0.5529,OK,-193.0587,OK,-225.2057,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,53,SEMICOLON,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,191.4925,59.4478,0.3196, , , ,24.9864,0.5987, , ,34.46,57.97,117.9138,816.1553, , , , ,0.4263,0.746,0.868, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.5522,OK,-0.3196,OK, , ,437,436,600, ,250,OK,250,OK,250,OK,250,OK,0.5484,OK,-190.5522,OK,-225.0136,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,54,QUOTE,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,191.1615,60.2423,0.3243, , , ,26.5474,0.5971, , ,33.69,55.93,117.8283,844.8593, , , , ,0.4167,0.741,0.8597, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.7577,OK,-0.3243,OK, , ,457,456,600, ,250,OK,250,OK,250,OK,250,OK,0.5354,OK,-189.7577,OK,-223.4526,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,55,RETURN,M,,L,1x1.5,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,191.0765,60.7652,0.3272, , , ,26.4567,0.6105, , ,34.31,56.46,115.6577,808.868, , , , ,0.4283,0.7555,0.8784, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.2348,OK,-0.3272,OK, , ,456,455,600, ,250,OK,250,OK,250,OK,250,OK,0.5512,OK,-189.2348,OK,-223.5433,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,56,LEFTSHIFT,M,,L,1x2.25,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,182.231,59.1,0.333, , , ,27.0307,0.605, , ,32.07,54.26,112.2806,814.8077, , , , ,0.4171,0.7501,0.8722, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.9,OK,-0.333,OK, , ,482,481,600, ,250,OK,250,OK,250,OK,250,OK,0.5392,OK,-190.9,OK,-222.9693,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,57,Z,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,192.4955,60.0236,0.3211, , , ,25.3074,0.5982, , ,34.72,57.84,119.6584,838.7769, , , , ,0.4223,0.7434,0.8627, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.9764,OK,-0.3211,OK, , ,474,473,600, ,250,OK,250,OK,250,OK,250,OK,0.5417,OK,-189.9764,OK,-224.6926,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,58,X,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,191.3546,60.2246,0.3239, , , ,25.2636,0.602, , ,34.96,58.05,120.1027,831.8566, , , , ,0.4252,0.7491,0.8692, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.7754,OK,-0.3239,OK, , ,296,295,600, ,250,OK,250,OK,250,OK,250,OK,0.5453,OK,-189.7754,OK,-224.7365,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,59,C,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,185.2883,58.8793,0.3266, , , ,25.0667,0.6095, , ,33.81,57.43,114.0906,814.3805, , , , ,0.4327,0.7593,0.8815, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.1207,OK,-0.3266,OK, , ,457,456,600, ,250,OK,250,OK,250,OK,250,OK,0.5549,OK,-191.1207,OK,-224.9333,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,60,V,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,198.526,63.6664,0.3302, , , ,28.2004,0.6021, , ,35.47,55.71,124.6323,822.5255, , , , ,0.4127,0.7429,0.8642, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-186.3336,OK,-0.3302,OK, , ,440,439,600, ,250,OK,250,OK,250,OK,250,OK,0.534,OK,-186.3336,OK,-221.7996,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,61,B,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,194.3338,59.72,0.3166, , , ,26.4532,0.5938, , ,33.27,55.7,114.4629,818.9281, , , , ,0.4217,0.7383,0.86, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.28,OK,-0.3166,OK, , ,314,313,600, ,250,OK,250,OK,250,OK,250,OK,0.5433,OK,-190.28,OK,-223.5468,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,62,N,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,196.2103,61.0861,0.3207, , , ,27.5886,0.6003, , ,33.5,54.84,114.3071,810.0396, , , , ,0.4236,0.7443,0.8671, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-188.9139,OK,-0.3207,OK, , ,471,470,600, ,250,OK,250,OK,250,OK,250,OK,0.5463,OK,-188.9139,OK,-222.4114,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,63,M,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,193.6119,61.7999,0.3285, , , ,26.3563,0.6055, , ,35.44,57.35,122.2903,822.6868, , , , ,0.4229,0.7513,0.8726, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-188.2001,OK,-0.3285,OK, , ,468,467,600, ,250,OK,250,OK,250,OK,250,OK,0.5441,OK,-188.2001,OK,-223.6437,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,64,COMMA,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,184.0499,58.795,0.3282, , , ,24.0537,0.6045, , ,34.74,59.09,120.09,855.2299, , , , ,0.4242,0.7524,0.87, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.205,OK,-0.3282,OK, , ,430,429,600, ,250,OK,250,OK,250,OK,250,OK,0.5417,OK,-191.205,OK,-225.9463,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,65,PERIOD,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,200.1398,63.7476,0.3281, , , ,28.5782,0.5969, , ,35.17,55.17,124.9611,822.7352, , , , ,0.4082,0.7363,0.8576, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-186.2524,OK,-0.3281,OK, , ,460,459,600, ,250,OK,250,OK,250,OK,250,OK,0.5295,OK,-186.2524,OK,-221.4218,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,66,QUESTION,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,199.7708,61.8888,0.3194, , , ,26.2619,0.6016, , ,35.63,57.57,120.7085,837.8219, , , , ,0.427,0.7464,0.8658, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-188.1112,OK,-0.3194,OK, , ,488,487,600, ,250,OK,250,OK,250,OK,250,OK,0.5465,OK,-188.1112,OK,-223.7381,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,67,RIGHTSHIFT,M,,L,1x2.25,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,192.2709,60.7625,0.3252, , , ,26.6846,0.5949, , ,34.08,56.08,120.5619,839.3308, , , , ,0.4144,0.7396,0.859, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.2375,OK,-0.3252,OK, , ,525,524,600, ,250,OK,250,OK,250,OK,250,OK,0.5337,OK,-189.2375,OK,-223.3154,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,68,FN,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,192.3244,60.4902,0.3237, , , ,26.0639,0.6081, , ,34.43,56.91,115.6257,821.2049, , , , ,0.4294,0.7532,0.8746, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.5098,OK,-0.3237,OK, , ,471,470,600, ,250,OK,250,OK,250,OK,250,OK,0.5509,OK,-189.5098,OK,-223.9361,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,69,CONTROL,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,187.5051,61.0876,0.3348, , , ,25.9223,0.6146, , ,35.17,57.57,120.1031,834.0234, , , , ,0.4253,0.7601,0.88, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-188.9124,OK,-0.3348,OK, , ,463,462,600, ,250,OK,250,OK,250,OK,250,OK,0.5452,OK,-188.9124,OK,-224.0777,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,70,LEFTOPTION,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,176.6637,57.9032,0.3361, , , ,30.7018,0.604, , ,27.2,46.98,96.0695,719.9533, , , , ,0.4121,0.7482,0.8833, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-192.0968,OK,-0.3361,OK, , ,323,322,600, ,250,OK,250,OK,250,OK,250,OK,0.5472,OK,-192.0968,OK,-219.2982,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,71,LEFTCOMMAND,M,,L,1x1.25,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,193.1622,60.0013,0.3199, , , ,26.4804,0.6057, , ,33.52,55.87,111.9423,807.0315, , , , ,0.432,0.7519,0.875, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.9987,OK,-0.3199,OK, , ,473,472,600, ,250,OK,250,OK,250,OK,250,OK,0.5551,OK,-189.9987,OK,-223.5197,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,72,SPACE,M,,L,1x1.5,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,189.4624,59.721,0.3243, , , ,26.2065,0.5975, , ,33.51,56.12,117.008,820.3055, , , , ,0.4195,0.7438,0.8653, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.279,OK,-0.3243,OK, , ,471,470,600, ,250,OK,250,OK,250,OK,250,OK,0.541,OK,-190.279,OK,-223.7935,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,73,RIGHTCOMMAND,M,,L,1x1.25,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,191.4902,62.5421,0.3358, , , ,26.8124,0.6073, , ,35.73,57.13,125.7708,825.017, , , , ,0.4157,0.7515,0.8725, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-187.4579,OK,-0.3358,OK, , ,363,362,600, ,250,OK,250,OK,250,OK,250,OK,0.5367,OK,-187.4579,OK,-223.1876,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,74,RIGHTOPTION,M,,L,1x1,Large, ,2024/7/2 1:44,2024/7/2 1:45,93,190.1629,63.0346,0.3406, , , ,27.0588,0.6104, , ,35.98,57.07,127.45,824.4656, , , , ,0.4137,0.7543,0.8753, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-186.9654,OK,-0.3406,OK, , ,481,480,600, ,250,OK,250,OK,250,OK,250,OK,0.5347,OK,-186.9654,OK,-222.9412,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,75,LEFT,M,,S,function,Small, ,2024/7/2 1:44,2024/7/2 1:45,93,176.5829,63.8848,0.3701, , , ,30.1797,0.6616, , ,33.71,52.76,110.4066,527.2339, , , , ,0.5643,0.9344,1.1102, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type S center,0, ,-186.1152,OK,-0.3701,OK, , ,480,479,600, ,250,OK,250,OK,250,OK,250,OK,0.74,OK,-186.1152,OK,-219.8203,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,76,UP,M,,S,function,Small, ,2024/7/2 1:44,2024/7/2 1:45,93,183.8684,66.2242,0.3689, , , ,30.6666,0.6588, , ,35.56,53.69,117.3101,547.9742, , , , ,0.5583,0.9272,1.0972, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type S center,0, ,-183.7758,OK,-0.3689,OK, , ,307,306,600, ,250,OK,250,OK,250,OK,250,OK,0.7283,OK,-183.7758,OK,-219.3334,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,77,DOWN,M,,S,function,Small, ,2024/7/2 1:44,2024/7/2 1:45,93,174.2186,64.1226,0.3763, , , ,29.6096,0.6631, , ,34.51,53.82,114.9691,526.0107, , , , ,0.5601,0.9363,1.1124, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type S center,0, ,-185.8774,OK,-0.3763,OK, , ,464,463,600, ,250,OK,250,OK,250,OK,250,OK,0.7361,OK,-185.8774,OK,-220.3904,OK
3-0-46_13-2-21,ML240626V2413BS02IRI00997A,IRI_JRS_23,Left,LEFT,X3207,78,RIGHT,M,,S,function,Small, ,2024/7/2 1:44,2024/7/2 1:45,93,173.288,64.5411,0.3806, , , ,30.2721,0.6614, , ,34.27,53.1,116.5346,546.0907, , , , ,0.5542,0.9348,1.1053, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type S center,0, ,-185.4589,OK,-0.3806,OK, , ,466,465,600, ,250,OK,250,OK,250,OK,250,OK,0.7247,OK,-185.4589,OK,-219.7279,OK
3-0-46_13-2-21,ML240626V2413BS02IRI01002A,IRI_JRS_23,Left,LEFT,X3207,1,ESC,M,,L,1x1.5,Large, ,2024/7/2 1:35,2024/7/2 1:36,93,190.1502,59.9248,0.3243, , , ,26.0328,0.6044, , ,33.89,56.56,115.4949,809.2581, , , , ,0.4262,0.7504,0.8733, , , , , , , ,OK,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.0752,OK,-0.3243,OK, , ,475,474,600, ,250,OK,250,OK,250,OK,250,OK,0.549,OK,-190.0752,OK,-223.9672,OK
3-0-46_13-2-21,ML240626V2413BS02IRI01002A,IRI_JRS_23,Left,LEFT,X3207,2,F1,M,,L,1x1,Large, ,2024/7/2 1:35,2024/7/2 1:36,93,187.1593,58.969,0.324, , , ,25.2581,0.6035, , ,33.71,57.17,115.0998,809.6487, , , , ,0.429,0.753,0.8758, , , , , , , ,0,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.031,OK,-0.324,OK, , ,490,489,600, ,250,OK,250,OK,250,OK,250,OK,0.5518,OK,-191.031,OK,-224.7419,OK
3-0-46_13-2-21,ML240626V2413BS02IRI01002A,IRI_JRS_23,Left,LEFT,X3207,3,F2,M,,L,1x1,Large, ,2024/7/2 1:35,2024/7/2 1:36,93,188.9998,59.0495,0.3215, , , ,24.7131,0.6015, , ,34.34,58.15,117.1001,825.6342, , , , ,0.4288,0.7502,0.8711, , , , , , , ,,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-190.9505,OK,-0.3215,OK, , ,453,452,600, ,250,OK,250,OK,250,OK,250,OK,0.5496,OK,-190.9505,OK,-225.2869,OK
3-0-46_13-2-21,ML240626V2413BS02IRI01002A,IRI_JRS_23,Left,LEFT,X3207,4,F3,M,,L,1x1,Large, ,2024/7/2 1:35,2024/7/2 1:36,93,196.1913,61.4131,0.3224, , , ,28.7173,0.5893, , ,32.7,53.24,116.7061,789.412, , , , ,0.4118,0.7343,0.8596, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-188.5869,OK,-0.3224,OK, , ,469,468,600, ,250,OK,250,OK,250,OK,250,OK,0.5372,OK,-188.5869,OK,-221.2827,OK
3-0-46_13-2-21,ML240626V2413BS02IRI01002A,IRI_JRS_23,Left,LEFT,X3207,5,F4,M,,L,1x1,Large, ,2024/7/2 1:35,2024/7/2 1:36,93,196.002,60.9085,0.3202, , , ,25.7397,0.6036, , ,35.17,57.74,118.6113,817.4597, , , , ,0.4295,0.7496,0.8715, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.0915,OK,-0.3202,OK, , ,450,449,600, ,250,OK,250,OK,250,OK,250,OK,0.5513,OK,-189.0915,OK,-224.2603,OK
3-0-46_13-2-21,ML240626V2413BS02IRI01002A,IRI_JRS_23,Left,LEFT,X3207,6,F5,M,,L,1x1,Large, ,2024/7/2 1:35,2024/7/2 1:36,93,187.1935,58.039,0.319, , , ,24.8858,0.5993, , ,33.15,57.12,112.8148,821.8325, , , , ,0.429,0.7481,0.8694, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.961,OK,-0.319,OK, , ,391,390,600, ,250,OK,250,OK,250,OK,250,OK,0.5504,OK,-191.961,OK,-225.1142,OK
3-0-46_13-2-21,ML240626V2413BS02IRI01002A,IRI_JRS_23,Left,LEFT,X3207,7,F6,M,,L,1x1,Large, ,2024/7/2 1:35,2024/7/2 1:36,93,187.4447,58.1197,0.319, , , ,25.2523,0.6018, , ,32.87,56.55,110.8353,802.922, , , , ,0.4314,0.7504,0.8741, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-191.8803,OK,-0.319,OK, , ,473,472,600, ,250,OK,250,OK,250,OK,250,OK,0.555,OK,-191.8803,OK,-224.7477,OK
3-0-46_13-2-21,ML240626V2413BS02IRI01002A,IRI_JRS_23,Left,LEFT,X3207,8,F7,M,,L,1x1,Large, ,2024/7/2 1:35,2024/7/2 1:36,93,194.978,60.7916,0.3211, , , ,25.2337,0.602, , ,35.56,58.49,121.0174,824.4656, , , , ,0.4262,0.7473,0.8683, , , , , , , , ,OK,OK,OK,OK, , , ,OK,OK, , ,OK,OK,OK,OK, , , , ,OK,OK,OK, , , , , , , , ,A-10,,Type L center,0, ,-189.2084,OK,-0.3211,OK, , ,486,485,600, ,250,OK,250,OK,250,OK,250,OK,0.5472,OK,-189.2084,OK,-224.7663,OK
