Ðò,»úÖÖÐÍºÅ,²úÆ·S/NÌõÂë,Éú²úÈÕÆÚ,Éú²úÏßÌå,Ä£¾ß±àÂë,ÖÎ¾ß±àºÅ,°ó¶¨²ÄÁÏ(BR),°ó¶¨²ÄÁÏ(FR),¿Õ¸ñ¼ü,¿¾¼ÜºÅ,¿¾Ïä±àºÅ,Done X/Y 100%Õ¾,Peak forceÕ¾,ÏäºÅ
357,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2332301J,2024-03-22 07:23:24,Line16,19009A06 19006B02,X1777US0081,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
358,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2332701J,2024-03-22 07:21:19,Line16,19009A06 19006B02,X1777US0122,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
359,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2332981J,2024-03-22 07:21:26,Line16,19009A06 19006B02,X1777US0083,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
360,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2334701J,2024-03-22 07:06:19,Line16,19009A06 19006B02,X1777US0188,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
361,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2334711J,2024-03-22 07:06:24,Line16,19009A06 19006B02,X1777US0137,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
362,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2335081J,2024-03-22 07:05:12,Line16,19009A06 19006B02,X1777US0265,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
363,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2335421J,2024-03-22 07:04:58,Line16,19009A06 19006B02,X1777US0263,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
364,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2340421J,2024-03-22 07:04:46,Line16,19009A06 19006B02,X1777US0083,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
365,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2340501J,2024-03-22 07:04:50,Line16,19009A06 19006B02,X1777US0053,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
366,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2347751J,2024-03-22 03:16:33,Line16,19009A06 19006B02,X1777US0265,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
367,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2352251J,2024-03-22 07:21:50,Line16,19009A06 19006B02,X1777US0043,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
368,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2353861J,2024-03-22 03:18:03,Line16,19009A06 19006B02,X1777US0212,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
369,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2356241J,2024-03-22 07:19:04,Line16,19009A06 19006B02,X1777US0137,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
370,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2356261J,2024-03-22 07:19:08,Line16,19009A06 19006B02,X1777US0154,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
371,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2357031J,2024-03-22 07:18:19,Line16,19009A06 19006B02,X1777US0188,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
372,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2357041J,2024-03-22 07:18:24,Line16,19009A06 19006B02,X1777US0169,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
373,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2357061J,2024-03-22 07:18:29,Line16,19009A06 19006B02,X1777US0110,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
374,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2357331J,2024-03-22 07:18:14,Line16,19009A06 19006B02,X1777US0047,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
375,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2364621J,2024-03-22 03:00:58,Line16,19009A06 19006B02,X1777US0212,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
376,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2365541J,2024-03-22 03:16:57,Line16,19009A06 19006B02,X1777US0119,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
377,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2368241J,2024-03-22 03:16:03,Line16,19009A06 19006B02,X1777US0036,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
378,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2368311J,2024-03-22 03:15:50,Line16,19009A06 19006B02,X1777US0263,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
379,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2368321J,2024-03-22 07:18:39,Line16,19009A06 19006B02,X1777US0134,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
380,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2368331J,2024-03-22 03:15:53,Line16,19009A06 19006B02,X1777US0167,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
381,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2368341J,2024-03-22 07:18:44,Line16,19009A06 19006B02,X1777US0282,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
382,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2368351J,2024-03-22 07:18:49,Line16,19009A06 19006B02,X1777US0119,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
383,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2368941J,2024-03-22 03:17:03,Line16,19009A06 19006B02,X1777US0214,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
384,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2369031J,2024-03-22 02:59:31,Line16,19009A06 19006B02,X1777US0047,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,117,¿¾ÏäL35,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
385,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2369051J,2024-03-22 02:59:36,Line16,19009A06 19006B02,X1777US0338,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,117,¿¾ÏäL35,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
386,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2369081J,2024-03-22 02:59:56,Line16,19009A06 19006B02,X1777US0016,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
387,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2369091J,2024-03-22 03:00:00,Line16,19009A06 19006B02,X1777US0122,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
388,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2369121J,2024-03-22 03:00:05,Line16,19009A06 19006B02,X1777US0282,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
389,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2369131J,2024-03-22 03:00:09,Line16,19009A06 19006B02,X1777US0214,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
390,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2369161J,2024-03-22 03:00:14,Line16,19009A06 19006B02,X1777US0119,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
391,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2369181J,2024-03-22 03:00:19,Line16,19009A06 19006B02,X1777US0081,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
392,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2370511J,2024-03-22 03:00:38,Line16,19009A06 19006B02,X1777US0063,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
393,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2370921J,2024-03-22 03:00:28,Line16,19009A06 19006B02,X1777US0293,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
394,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2370951J,2024-03-22 03:00:34,Line16,19009A06 19006B02,X1777US0108,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
395,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2374931J,2024-03-22 03:18:31,Line16,19009A06 19006B02,X1777US0031,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
396,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2379331J,2024-03-22 03:01:07,Line16,19009A06 19006B02,X1777US0254,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
397,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2379341J,2024-03-22 03:01:02,Line16,19009A06 19006B02,X1777US0110,BR19009A06IRID240217A640010,SR19006B02IRID231215B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
398,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2381301J,2024-03-22 03:15:12,Line16,19009A06 19006B02,X1777US0031,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,257,¿¾ÏäL17,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
399,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2382981J,2024-03-22 07:22:00,Line16,19009A06 19006B02,X1777US0188,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
400,RLK-ISO LLitech LY2 Black glue,MB231106V2007UKLY2385721J,2024-03-22 07:21:31,Line16,19009A06 19006B02,X1777US0062,BR19009A06IRID240216A630010,SR19006B02IRID231228B220010,BR19009A17IRID240125B830010,194,¿¾ÏäL31,AOI L09,Peak Force L07,RLK-ISO LLitech LY2 Black glueIRI240323008400
